,Fecha,llamadas,predicciones
151,2017-04-07,8.0,12.260137190570664
152,2017-04-08,7.0,9.18458619430162
153,2017-04-09,11.0,10.440279335986137
154,2017-04-10,6.0,19.324577095822026
155,2017-04-11,15.0,12.524611368692476
156,2017-04-12,18.0,17.592707398839917
157,2017-04-13,7.0,18.967173346575766
158,2017-04-14,5.0,12.84323753771428
159,2017-04-15,11.0,7.435285152870768
160,2017-04-16,4.0,12.772680724560606
161,2017-04-17,10.0,15.242874665816704
162,2017-04-18,13.0,14.857012757266943
163,2017-04-19,18.0,16.42650670455268
164,2017-04-20,14.0,18.967173346575766
165,2017-04-21,11.0,16.924939967719602
166,2017-04-22,13.0,10.933887235732472
167,2017-04-23,4.0,13.93888141884784
168,2017-04-24,16.0,15.242874665816704
169,2017-04-25,10.0,18.35561484012865
170,2017-04-26,11.0,14.677205663121828
171,2017-04-27,16.0,14.885470916570446
172,2017-04-28,14.0,18.091140662006836
173,2017-04-29,7.0,12.683188277163325
174,2017-04-30,11.0,10.440279335986137
175,2017-05-01,13.0,16.256021295082164
176,2017-05-02,15.0,13.537757997957934
177,2017-05-03,13.0,14.524151598100055
178,2017-05-04,16.0,12.983115810117818
179,2017-05-05,13.0,15.022584861266974
180,2017-05-06,8.0,9.031532129279844
181,2017-05-07,4.0,7.954823882389892
182,2017-05-08,11.0,12.174318865076842
183,2017-05-09,9.0,12.3715573036707
184,2017-05-10,14.0,11.025549515238348
185,2017-05-11,8.0,13.566216157261437
186,2017-05-12,10.0,10.357782084118035
187,2017-05-13,10.0,7.282231087848992
188,2017-05-14,18.0,9.121024576677126
189,2017-05-15,12.0,20.337723725087486
190,2017-05-16,11.0,12.954657650814317
191,2017-05-17,18.0,12.191750209525583
192,2017-05-18,11.0,15.898617545835904
193,2017-05-19,15.0,12.107083125548888
194,2017-05-20,10.0,10.19773282356708
195,2017-05-21,6.0,9.121024576677126
196,2017-05-22,10.0,13.340519559364077
197,2017-05-23,8.0,11.788456956527082
198,2017-05-24,3.0,10.442449168094731
199,2017-05-25,12.0,7.152112338681645
200,2017-05-26,13.0,12.690183472692505
201,2017-05-27,10.0,9.031532129279844
202,2017-05-28,14.0,9.121024576677126
203,2017-05-29,22.0,18.005322336513018
204,2017-05-30,11.0,18.78566112225049
205,2017-05-31,20.0,12.191750209525583
206,2017-06-01,10.0,16.643862051062968
207,2017-06-02,14.0,11.103026589345099
208,2017-06-03,8.0,9.19367628736329
209,2017-06-04,5.0,7.53386769332972
210,2017-06-05,14.0,12.336463023160288
211,2017-06-06,15.0,13.69990215604138
212,2017-06-07,18.0,14.103195409039882
213,2017-06-08,15.0,15.477661356775732
214,2017-06-09,15.0,14.018528325063185
215,2017-06-10,10.0,9.776776634506907
216,2017-06-11,10.0,8.700068387616955
217,2017-06-12,17.0,15.251964758878374
218,2017-06-13,11.0,15.449203197472231
219,2017-06-14,14.0,11.770794020465411
220,2017-06-15,14.0,13.145259968201264
221,2017-06-16,16.0,13.435427977919568
222,2017-06-17,10.0,10.359876981650524
223,2017-06-18,5.0,8.700068387616955
224,2017-06-19,16.0,12.336463023160288
225,2017-06-20,12.0,14.866102850328614
226,2017-06-21,12.0,12.353894367609028
227,2017-06-22,15.0,11.979059273914029
228,2017-06-23,12.0,14.018528325063185
229,2017-06-24,5.0,8.027475593076055
230,2017-06-25,12.0,5.784566651898867
231,2017-06-26,15.0,16.418165453165606
232,2017-06-27,8.0,14.283002503184997
233,2017-06-28,9.0,10.021492979034559
234,2017-06-29,14.0,10.229758232483176
235,2017-06-30,5.0,13.435427977919568
236,2017-07-01,9.0,3.599194086013589
237,2017-07-02,4.0,7.770388963416192
238,2017-07-03,14.0,11.406783598959525
239,2017-07-04,18.0,13.353323078984236
240,2017-07-05,14.0,15.505917373413588
241,2017-07-06,15.0,12.79868089114412
242,2017-07-07,12.0,13.67194924800604
243,2017-07-08,10.0,7.68089651601891
244,2017-07-09,10.0,8.353489310559809
245,2017-07-10,6.0,14.90538568182123
246,2017-07-11,8.0,8.688520301835297
247,2017-07-12,12.0,9.674913901977416
248,2017-07-13,16.0,11.632480196856884
249,2017-07-14,11.0,14.255049595149657
250,2017-07-15,12.0,7.097796168875293
251,2017-07-16,6.0,9.519690004847044
252,2017-07-17,10.0,12.57298429324676
253,2017-07-18,12.0,11.020921690409764
254,2017-07-19,9.0,12.007315290551883
255,2017-07-20,5.0,9.883179155426031
256,2017-07-21,7.0,7.840945776569867
257,2017-07-22,8.0,4.765394780300824
258,2017-07-23,15.0,7.187288616272575
259,2017-07-24,7.0,17.820887417539318
260,2017-07-25,10.0,9.271620648978914
261,2017-07-26,12.0,10.84111459626465
262,2017-07-27,11.0,11.632480196856884
263,2017-07-28,6.0,11.33954785943157
264,2017-07-29,8.0,4.182294433157207
265,2017-07-30,6.0,7.187288616272575
266,2017-07-31,15.0,12.57298429324676
267,2017-08-01,15.0,14.576723174638746
268,2017-08-02,14.0,14.39691608049363
269,2017-08-03,11.0,13.438980639655012
270,2017-08-04,12.0,11.979847607942464
271,2017-08-05,10.0,8.321196264529803
272,2017-08-06,6.0,8.993789059070702
273,2017-08-07,8.0,13.213284041757653
274,2017-08-08,7.0,10.495020744633424
275,2017-08-09,12.0,9.73211330334469
276,2017-08-10,12.0,12.272779945367777
277,2017-08-11,14.0,12.56294795508608
278,2017-08-12,5.0,9.487396958817037
279,2017-08-13,6.0,6.078287323352615
280,2017-08-14,9.0,13.213284041757653
281,2017-08-15,15.0,11.07812109177704
282,2017-08-16,11.0,14.39691608049363
283,2017-08-17,14.0,11.68967959822416
284,2017-08-18,12.0,13.729148649373316
285,2017-08-19,11.0,8.321196264529803
286,2017-08-20,7.0,9.57688940621432
287,2017-08-21,16.0,13.796384388901272
288,2017-08-22,10.0,15.159823521782362
289,2017-08-23,29.0,11.481414344775542
290,2017-08-24,18.0,22.18548584680927
291,2017-08-25,13.0,16.061550037947782
292,2017-08-26,7.0,8.90429661167342
293,2017-08-27,8.0,7.24448801763985
294,2017-08-28,19.0,14.379484736044889
295,2017-08-29,9.0,16.909124563213215
296,2017-08-30,9.0,10.898313997631924
297,2017-08-31,10.0,10.523478903936924
298,2017-09-01,5.0,11.697412202590922
299,2017-09-02,9.0,4.540158776316556
300,2017-09-03,10.0,8.711353653719158
301,2017-09-04,8.0,15.846350372124196
302,2017-09-05,10.0,10.795685686425497
303,2017-09-06,12.0,11.782079286567615
304,2017-09-07,12.0,12.573444887159852
305,2017-09-08,8.0,12.863612896878156
306,2017-09-09,4.0,6.2894598177474075
307,2017-09-10,8.0,5.795851918001072
308,2017-09-11,13.0,14.680149677836962
309,2017-09-12,6.0,13.711187422143585
310,2017-09-13,6.0,9.449677897993148
311,2017-09-14,9.0,9.074842804298147
312,2017-09-15,6.0,11.114311855447301
313,2017-09-16,10.0,5.123259123460173
314,2017-09-17,9.0,9.294454000862777
315,2017-09-18,11.0,15.263250024980579
316,2017-09-19,6.0,12.544986727856351
317,2017-09-20,3.0,9.449677897993148
318,2017-09-21,7.0,7.325541762867295
319,2017-09-22,7.0,9.948111161160067
320,2017-09-23,7.0,5.706359470603791
321,2017-09-24,5.0,7.545152959431925
322,2017-09-25,8.0,12.930848636406111
323,2017-09-26,5.0,10.795685686425497
324,2017-09-27,12.0,8.86657755084953
325,2017-09-28,12.0,12.573444887159852
326,2017-09-29,7.0,12.863612896878156
327,2017-09-30,4.0,5.706359470603791
328,2017-10-01,7.0,5.809324124958278
329,2017-10-02,15.0,14.11052153765055
330,2017-10-03,9.0,14.890860323388024
331,2017-10-04,9.0,11.212451146381204
332,2017-10-05,12.0,10.837616052686203
333,2017-10-06,7.0,12.877085103835359
334,2017-10-07,7.0,5.719831677560996
335,2017-10-08,9.0,7.55862516638913
336,2017-10-09,18.0,15.276722231937784
337,2017-10-10,13.0,16.640161364818873
338,2017-10-11,4.0,13.544852534955671
339,2017-10-12,13.0,7.922114316968117
340,2017-10-13,13.0,13.460185450978976
341,2017-10-14,6.0,9.218433760422698
342,2017-10-15,9.0,6.975524819245512
343,2017-10-16,10.0,15.276722231937784
344,2017-10-17,3.0,11.975358587669936
345,2017-10-18,12.0,7.7138490635195
346,2017-10-19,12.0,12.586917094117055
347,2017-10-20,7.0,12.877085103835359
348,2017-10-21,9.0,5.719831677560996
349,2017-10-22,5.0,8.724825860676365
350,2017-10-23,12.0,12.944320843363315
351,2017-10-24,6.0,13.141559281957171
352,2017-10-25,4.0,9.463150104950351
353,2017-10-26,6.0,7.922114316968117
354,2017-10-27,4.0,9.378483020973658
355,2017-10-28,10.0,3.9705306361301433
356,2017-10-29,8.0,9.307926207819982
357,2017-10-30,12.0,14.693621884794167
358,2017-10-31,8.0,13.141559281957171
359,2017-11-01,13.0,10.017543526672577
360,2017-11-02,9.0,12.558210168695663
361,2017-11-03,11.0,10.515976789839497
362,2017-11-04,11.0,7.440425793570455
363,2017-11-05,12.0,9.27921928239859
364,2017-11-06,13.0,16.414216000803627
365,2017-11-07,16.0,13.112852356535779
366,2017-11-08,10.0,14.682346303821516
367,2017-11-09,10.0,10.808909127264812
368,2017-11-10,14.0,11.099077136983116
369,2017-11-11,10.0,9.189726835001307
370,2017-11-12,6.0,8.696118935254972
371,2017-11-13,10.0,12.915613917941922
372,2017-11-14,5.0,11.363551315104926
373,2017-11-15,12.0,8.268242485241725
374,2017-11-16,4.0,11.975109821552046
375,2017-11-17,8.0,7.600475054121411
376,2017-11-18,8.0,5.6911247521396024
377,2017-11-19,15.0,7.529918240967737
378,2017-11-20,11.0,18.16351704223448
379,2017-11-21,12.0,11.946651662248545
380,2017-11-22,5.0,12.349944915247045
381,2017-11-23,13.0,7.8934073915467255
382,2017-11-24,4.0,12.848378178413967
383,2017-11-25,9.0,3.358723363565134
384,2017-11-26,3.0,8.113018588111354
385,2017-11-27,19.0,11.16631287651107
386,2017-11-28,15.0,16.611454439397484
387,2017-11-29,8.0,14.0992459566779
388,2017-11-30,13.0,9.642708432977576
389,2017-12-01,9.0,11.811562356080278
390,2017-12-02,6.0,5.237409276949531
391,2017-12-03,5.0,5.326901724346814
392,2017-12-04,11.0,11.295697748464617
393,2017-12-05,15.0,10.909835839914857
394,2017-12-06,8.0,13.062430134344211
395,2017-12-07,4.0,8.605892610643888
396,2017-12-08,10.0,6.563659231787723
397,2017-12-09,6.0,5.820509624093149
398,2017-12-10,6.0,5.326901724346814
399,2017-12-11,16.0,11.878798095608234
400,2017-12-12,6.0,13.825337575632943
401,2017-12-13,10.0,7.814527010051654
402,2017-12-14,10.0,9.772093304931124
403,2017-12-15,12.0,10.062261314649428
404,2017-12-16,9.0,6.986710318380384
405,2017-12-17,5.0,7.076202765777666
406,2017-12-18,14.0,11.295697748464617
407,2017-12-19,15.0,12.65913688134571
408,2017-12-20,14.0,13.062430134344211
409,2017-12-21,11.0,12.104494693505593
410,2017-12-22,7.0,10.645361661793045
411,2017-12-23,8.0,4.0712085826622975
412,2017-12-24,6.0,6.493102418634049
413,2017-12-25,3.0,11.878798095608234
414,2017-12-26,10.0,6.245033062765918
415,2017-12-27,10.0,10.146928398626123
416,2017-12-28,11.0,9.772093304931124
417,2017-12-29,9.0,10.645361661793045
418,2017-12-30,4.0,5.237409276949531
419,2017-12-31,3.0,4.160701030059579
420,2018-01-01,3.0,10.958387229338456
421,2018-01-02,12.0,7.0739232379269925
422,2018-01-03,12.0,12.142019268074431
423,2018-01-04,17.0,11.767184174379432
424,2018-01-05,10.0,14.972853919815822
425,2018-01-06,6.0,6.6493997992542235
426,2018-01-07,8.0,6.155791899507888
427,2018-01-08,10.0,13.873888965056544
428,2018-01-09,13.0,11.155625667932313
429,2018-01-10,13.0,12.725119615218048
430,2018-01-11,12.0,12.350284521523049
431,2018-01-12,7.0,12.057352184097736
432,2018-01-13,8.0,4.900098757823372
433,2018-01-14,12.0,7.321992593795123
434,2018-01-15,14.0,16.20629035363101
435,2018-01-16,10.0,13.488027056506784
436,2018-01-17,10.0,10.975818573787198
437,2018-01-18,14.0,10.600983480092198
438,2018-01-19,5.0,13.223552878384972
439,2018-01-20,5.0,3.733898063536137
440,2018-01-21,12.0,5.5726915523642715
441,2018-01-22,15.0,16.20629035363101
442,2018-01-23,9.0,14.0711274036504
443,2018-01-24,14.0,10.39271822664358
444,2018-01-25,14.0,12.933384868666668
445,2018-01-26,13.0,13.223552878384972
446,2018-01-27,11.0,8.398700840685075
447,2018-01-28,12.0,9.071293635225976
448,2018-01-29,11.0,16.20629035363101
449,2018-01-30,9.0,11.738726015075931
450,2018-01-31,11.0,10.39271822664358
451,2018-02-01,12.0,12.583632059779312
452,2018-02-02,8.0,13.456900416641233
453,2018-02-03,4.0,6.882747337510485
454,2018-02-04,11.0,6.3891394377641495
455,2018-02-05,15.0,17.02273823903089
456,2018-02-06,13.0,15.470675636193896
457,2018-02-07,12.0,14.124667847761543
458,2018-02-08,5.0,13.166732406922929
459,2018-02-09,7.0,9.37519798663591
460,2018-02-10,8.0,6.299646990366868
461,2018-02-11,8.0,8.721540826338618
462,2018-02-12,22.0,15.273437197600039
463,2018-02-13,10.0,19.552378066199218
464,2018-02-14,14.0,12.375366806330693
465,2018-02-15,14.0,14.332933101210163
466,2018-02-16,9.0,14.623101110928467
467,2018-02-17,18.0,7.4658476846541015
468,2018-02-18,14.0,14.55254429777479
469,2018-02-19,16.0,18.772039280461744
470,2018-02-20,15.0,16.053775983337513
471,2018-02-21,14.0,15.29086854204878
472,2018-02-22,13.0,14.332933101210163
473,2018-02-23,16.0,14.04000076378485
474,2018-02-24,16.0,11.547550114659423
475,2018-02-25,15.0,13.386343603487557
476,2018-02-26,9.0,19.35513962760536
477,2018-02-27,11.0,11.97207355333219
478,2018-02-28,16.0,12.95846715347431
479,2018-03-01,10.0,17.445882210451877
480,2018-03-02,13.0,14.237448137308476
481,2018-03-03,11.0,11.74499748818305
482,2018-03-04,11.0,12.41759028272395
483,2018-03-05,20.0,18.96948665398537
484,2018-03-06,19.0,20.33292578686646
485,2018-03-07,17.0,19.57001834557773
486,2018-03-08,11.0,18.02898255759549
487,2018-03-09,10.0,14.820548484452093
488,2018-03-10,8.0,9.995696446752198
489,2018-03-11,8.0,10.668289241293097
490,2018-03-12,16.0,17.220185612554516
491,2018-03-13,15.0,18.000524398291994
492,2018-03-14,16.0,17.23761695700326
493,2018-03-15,9.0,17.445882210451877
494,2018-03-16,9.0,13.654347790164858
495,2018-03-17,17.0,9.41259609960858
496,2018-03-18,14.0,15.916192365585653
497,2018-03-19,12.0,20.718787695416225
498,2018-03-20,8.0,15.668123009717522
499,2018-03-21,17.0,13.155914526997936
500,2018-03-22,10.0,18.02898255759549
501,2018-03-23,17.0,14.237448137308476
502,2018-03-24,14.0,14.077398876757519
503,2018-03-25,11.0,14.166891324154802
504,2018-03-26,11.0,18.96948665398537
505,2018-03-27,11.0,15.085022662573905
506,2018-03-28,12.0,14.905215568428789
507,2018-03-29,10.0,15.113480821877406
508,2018-03-30,13.0,14.237448137308476
509,2018-03-31,15.0,11.74499748818305
510,2018-04-01,14.0,15.105082113135076
511,2018-04-02,9.0,21.07387813725288
512,2018-04-03,10.0,14.273912410123327
513,2018-04-04,24.0,14.677205663121828
514,2018-04-05,24.0,22.46577542943747
515,2018-04-06,14.0,22.755943439155775
516,2018-04-07,8.0,12.683188277163325
517,2018-04-08,16.0,11.023379683129754
518,2018-04-09,10.0,22.240078831540114
519,2018-04-10,19.0,14.857012757266943
520,2018-04-11,16.0,19.925108787414384
521,2018-04-12,11.0,17.800972652288532
522,2018-04-13,19.0,15.17563892628875
523,2018-04-14,12.0,15.598690012881411
524,2018-04-15,9.0,13.355781071704223
525,2018-04-16,15.0,18.15837640153479
526,2018-04-17,18.0,17.77251449298503
527,2018-04-18,18.0,19.342008440270767
528,2018-04-19,22.0,18.967173346575766
529,2018-04-20,19.0,21.58974274486854
530,2018-04-21,8.0,15.598690012881411
531,2018-04-22,17.0,11.023379683129754
532,2018-04-23,17.0,22.82317917868373
533,2018-04-24,15.0,18.938715187272265
534,2018-04-25,11.0,17.592707398839917
535,2018-04-26,12.0,14.885470916570446
536,2018-04-27,15.0,15.758739273432367
537,2018-04-28,9.0,13.266288624306942
538,2018-04-29,14.0,11.60648003027337
539,2018-04-30,20.0,21.07387813725288
540,2018-05-01,10.0,17.619460427963254
541,2018-05-02,13.0,11.608649862381966
542,2018-05-03,15.0,12.983115810117818
543,2018-05-04,11.0,14.439484514123357
544,2018-05-05,17.0,7.86533143499261
545,2018-05-06,12.0,13.202727006682448
546,2018-05-07,14.0,16.83912164222578
547,2018-05-08,7.0,14.120858345101553
548,2018-05-09,6.0,9.859348820951114
549,2018-05-10,8.0,8.901413380112498
550,2018-05-11,15.0,10.357782084118035
551,2018-05-12,9.0,10.19773282356708
552,2018-05-13,13.0,8.537924229533509
553,2018-05-14,17.0,17.422221989369397
554,2018-05-15,13.0,15.870159386532404
555,2018-05-16,29.0,13.357950903812817
556,2018-05-17,21.0,22.312721364415697
557,2018-05-18,22.0,17.93808659698506
558,2018-05-19,15.0,14.279435253572402
559,2018-05-20,11.0,12.036526312395214
560,2018-05-21,12.0,16.256021295082164
561,2018-05-22,12.0,12.954657650814317
562,2018-05-23,22.0,12.7748505566692
563,2018-05-24,24.0,18.231018934410375
564,2018-05-25,12.0,19.687387638415913
565,2018-05-26,9.0,8.448431782136227
566,2018-05-27,10.0,8.537924229533509
567,2018-05-28,30.0,15.672920947938547
568,2018-05-29,25.0,23.45046389939943
569,2018-05-30,16.0,20.355155069536227
570,2018-05-31,14.0,14.73241685154867
571,2018-06-01,22.0,13.435427977919568
572,2018-06-02,12.0,13.85847906451223
573,2018-06-03,12.0,9.86626908190419
574,2018-06-04,11.0,16.418165453165606
575,2018-06-05,15.0,11.950601114610528
576,2018-06-06,16.0,14.103195409039882
577,2018-06-07,14.0,14.311460662488498
578,2018-06-08,17.0,13.435427977919568
579,2018-06-09,16.0,10.942977328794141
580,2018-06-10,10.0,12.198670470478659
581,2018-06-11,26.0,15.251964758878374
582,2018-06-12,15.0,20.697106321764785
583,2018-06-13,16.0,14.103195409039882
584,2018-06-14,14.0,14.311460662488498
585,2018-06-15,11.0,13.435427977919568
586,2018-06-16,13.0,7.444375245932438
587,2018-06-17,10.0,10.449369429047806
588,2018-06-18,12.0,15.251964758878374
589,2018-06-19,14.0,12.533701461754145
590,2018-06-20,9.0,13.520095061896265
591,2018-06-21,18.0,10.229758232483176
592,2018-06-22,16.0,15.767829366494036
593,2018-06-23,8.0,10.359876981650524
594,2018-06-24,10.0,7.53386769332972
595,2018-06-25,11.0,15.251964758878374
596,2018-06-26,11.0,11.950601114610528
597,2018-06-27,16.0,11.770794020465411
598,2018-06-28,11.0,14.311460662488498
599,2018-06-29,8.0,11.686126936488716
600,2018-06-30,13.0,5.695074204501585
601,2018-07-01,7.0,10.102790351990661
602,2018-07-02,15.0,13.156084640390379
603,2018-07-03,18.0,13.936423426127853
604,2018-07-04,12.0,15.505917373413588
605,2018-07-05,17.0,11.632480196856884
606,2018-07-06,13.0,14.838149942293274
607,2018-07-07,19.0,8.263996863162527
608,2018-07-08,14.0,13.601392434852366
609,2018-07-09,16.0,17.2377870703957
610,2018-07-10,12.0,14.51952377327147
611,2018-07-11,23.0,12.007315290551883
612,2018-07-12,14.0,18.046584015436675
613,2018-07-13,15.0,13.088848900862423
614,2018-07-14,13.0,9.430197557449763
615,2018-07-15,13.0,10.102790351990661
616,2018-07-16,6.0,16.65468672325208
617,2018-07-17,18.0,8.688520301835297
618,2018-07-18,20.0,15.505917373413588
619,2018-07-19,11.0,16.297282974005824
620,2018-07-20,12.0,11.33954785943157
621,2018-07-21,13.0,7.68089651601891
622,2018-07-22,12.0,10.102790351990661
623,2018-07-23,26.0,16.071586376108463
624,2018-07-24,12.0,20.350527244707642
625,2018-07-25,19.0,12.007315290551883
626,2018-07-26,14.0,15.714182626862206
627,2018-07-27,18.0,13.088848900862423
628,2018-07-28,16.0,11.179498598880613
629,2018-07-29,19.0,11.852091393421514
630,2018-07-30,13.0,20.153288806113785
631,2018-07-31,5.0,12.770222731840617
632,2018-08-01,8.0,8.565912609057456
633,2018-08-02,14.0,9.940378556793307
634,2018-08-03,13.0,13.729148649373316
635,2018-08-04,10.0,8.90429661167342
636,2018-08-05,12.0,8.993789059070702
637,2018-08-06,19.0,16.711886124619355
638,2018-08-07,18.0,16.909124563213215
639,2018-08-08,15.0,16.14621712192448
640,2018-08-09,18.0,14.02208098679863
641,2018-08-10,17.0,16.061550037947782
642,2018-08-11,8.0,11.23669800024789
643,2018-08-12,4.0,7.827588364783467
644,2018-08-13,20.0,12.047083347470418
645,2018-08-14,18.0,17.492224910356832
646,2018-08-15,26.0,16.14621712192448
647,2018-08-16,21.0,20.436184805378417
648,2018-08-17,21.0,17.810851079378637
649,2018-08-18,14.0,13.569099388822359
650,2018-08-19,19.0,11.326190447645173
651,2018-08-20,11.0,20.793588554624677
652,2018-08-21,10.0,12.244321786064276
653,2018-08-22,15.0,11.481414344775542
654,2018-08-23,18.0,14.02208098679863
655,2018-08-24,18.0,16.061550037947782
656,2018-08-25,14.0,11.819798347391506
657,2018-08-26,13.0,11.326190447645173
658,2018-08-27,25.0,17.294986471762975
659,2018-08-28,21.0,20.407726646074916
660,2018-08-29,18.0,17.89551816335533
661,2018-08-30,17.0,15.77138202822948
662,2018-08-31,19.0,15.478449690804167
