,FECHA_ALTA,llamadas,covid,stringency_index,lag1,dia_Friday,dia_Monday,dia_Saturday,dia_Sunday,dia_Thursday,dia_Tuesday,dia_Wednesday,mes_April,mes_August,mes_December,mes_February,mes_January,mes_July,mes_June,mes_March,mes_May,mes_November,mes_October,mes_September
1583,2021-03-14,48,1,47.22,27.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1584,2021-03-15,43,1,47.22,48.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1585,2021-03-16,40,1,47.22,43.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1586,2021-03-17,47,1,47.22,40.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1587,2021-03-18,32,1,47.22,47.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1588,2021-03-19,39,1,47.22,32.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1589,2021-03-20,28,1,47.22,39.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1590,2021-03-21,18,1,47.22,28.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1591,2021-03-22,27,1,47.22,18.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1592,2021-03-23,41,1,47.22,27.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1593,2021-03-24,35,1,47.22,41.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1594,2021-03-25,44,1,47.22,35.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1595,2021-03-26,41,1,47.22,44.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1596,2021-03-27,13,1,47.22,41.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1597,2021-03-28,15,1,47.22,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1598,2021-03-29,35,1,47.22,15.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1599,2021-03-30,33,1,47.22,35.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1600,2021-03-31,33,1,47.22,33.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1601,2021-04-01,28,1,47.22,33.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1602,2021-04-02,17,1,47.22,28.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1603,2021-04-03,23,1,47.22,17.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1604,2021-04-04,21,1,47.22,23.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1605,2021-04-05,36,1,47.22,21.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1606,2021-04-06,44,1,47.22,36.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1607,2021-04-07,37,1,47.22,44.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1608,2021-04-08,31,1,47.22,37.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1609,2021-04-09,42,1,47.22,31.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1610,2021-04-10,27,1,47.22,42.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1611,2021-04-11,24,1,47.22,27.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1612,2021-04-12,44,1,44.44,24.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1613,2021-04-13,32,1,44.44,44.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1614,2021-04-14,41,1,44.44,32.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1615,2021-04-15,41,1,44.44,41.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1616,2021-04-16,30,1,44.44,41.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1617,2021-04-17,28,1,44.44,30.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1618,2021-04-18,21,1,44.44,28.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1619,2021-04-19,35,1,44.44,21.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1620,2021-04-20,38,1,44.44,35.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1621,2021-04-21,38,1,44.44,38.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1622,2021-04-22,24,1,44.44,38.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1623,2021-04-23,42,1,44.44,24.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1624,2021-04-24,31,1,44.44,42.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1625,2021-04-25,29,1,44.44,31.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1626,2021-04-26,42,1,44.44,29.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1627,2021-04-27,35,1,44.44,42.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1628,2021-04-28,38,1,44.44,35.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1629,2021-04-29,37,1,44.44,38.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1630,2021-04-30,40,1,44.44,37.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1631,2021-05-01,17,1,44.44,40.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1632,2021-05-02,1,1,44.44,17.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1633,2021-05-03,37,1,44.44,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1634,2021-05-04,30,1,44.44,37.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1635,2021-05-05,22,1,44.44,30.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1636,2021-05-06,29,1,44.44,22.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1637,2021-05-07,36,1,44.44,29.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1638,2021-05-08,43,1,44.44,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1639,2021-05-09,25,1,44.44,43.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1640,2021-05-10,32,1,44.44,25.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1641,2021-05-11,42,1,44.44,32.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1642,2021-05-12,31,1,44.44,42.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1643,2021-05-13,36,1,44.44,31.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1644,2021-05-14,42,1,44.44,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1645,2021-05-15,20,1,44.44,42.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1646,2021-05-16,30,1,44.44,20.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1647,2021-05-17,26,1,44.44,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1648,2021-05-18,54,1,44.44,26.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1649,2021-05-19,34,1,44.44,54.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1650,2021-05-20,25,1,44.44,34.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1651,2021-05-21,29,1,44.44,25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1652,2021-05-22,22,1,44.44,29.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1653,2021-05-23,23,1,44.44,22.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1654,2021-05-24,30,1,44.44,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1655,2021-05-25,23,1,44.44,30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1656,2021-05-26,32,1,44.44,23.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1657,2021-05-27,32,1,44.44,32.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1658,2021-05-28,46,1,44.44,32.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1659,2021-05-29,25,1,44.44,46.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1660,2021-05-30,28,1,44.44,25.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1661,2021-05-31,46,1,44.44,28.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1662,2021-06-01,41,1,44.44,46.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1663,2021-06-02,26,1,44.44,41.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1664,2021-06-03,28,1,44.44,26.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1665,2021-06-04,28,1,44.44,28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1666,2021-06-05,33,1,44.44,28.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1667,2021-06-06,26,1,44.44,33.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1668,2021-06-07,34,1,44.44,26.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1669,2021-06-08,34,1,44.44,34.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1670,2021-06-09,27,1,44.44,34.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1671,2021-06-10,27,1,44.44,27.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1672,2021-06-11,26,1,44.44,27.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1673,2021-06-12,24,1,44.44,26.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1674,2021-06-13,22,1,44.44,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1675,2021-06-14,20,1,44.44,22.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1676,2021-06-15,22,1,44.44,20.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1677,2021-06-16,23,1,44.44,22.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1678,2021-06-17,26,1,44.44,23.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1679,2021-06-18,24,1,44.44,26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1680,2021-06-19,19,1,44.44,24.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1681,2021-06-20,24,1,44.44,19.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1682,2021-06-21,19,1,44.44,24.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1683,2021-06-22,22,1,44.44,19.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1684,2021-06-23,23,1,44.44,22.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1685,2021-06-24,18,1,44.44,23.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1686,2021-06-25,21,1,44.44,18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1687,2021-06-26,12,1,44.44,21.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1688,2021-06-27,24,1,44.44,12.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1689,2021-06-28,25,1,44.44,24.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1690,2021-06-29,30,1,44.44,25.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1691,2021-06-30,27,1,44.44,30.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1692,2021-07-01,33,1,44.44,27.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1693,2021-07-02,34,1,44.44,33.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1694,2021-07-03,16,1,44.44,34.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1695,2021-07-04,19,1,44.44,16.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1696,2021-07-05,21,1,44.44,19.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1697,2021-07-06,22,1,44.44,21.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1698,2021-07-07,29,1,44.44,22.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1699,2021-07-08,20,1,44.44,29.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1700,2021-07-09,31,1,44.44,20.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1701,2021-07-10,18,1,44.44,31.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1702,2021-07-11,26,1,44.44,18.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1703,2021-07-12,45,1,44.44,26.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1704,2021-07-13,33,1,44.44,45.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1705,2021-07-14,31,1,44.44,33.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1706,2021-07-15,38,1,44.44,31.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1707,2021-07-16,38,1,44.44,38.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1708,2021-07-17,23,1,44.44,38.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1709,2021-07-18,25,1,44.44,23.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1710,2021-07-19,24,1,44.44,25.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1711,2021-07-20,21,1,44.44,24.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1712,2021-07-21,32,1,44.44,21.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1713,2021-07-22,18,1,44.44,32.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1714,2021-07-23,25,1,44.44,18.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1715,2021-07-24,18,1,44.44,25.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1716,2021-07-25,21,1,44.44,18.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1717,2021-07-26,24,1,67.13,21.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1718,2021-07-27,30,1,67.13,24.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1719,2021-07-28,30,1,67.13,30.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1720,2021-07-29,26,1,67.13,30.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1721,2021-07-30,20,1,67.13,26.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1722,2021-07-31,27,1,67.13,20.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1723,2021-08-01,25,1,67.13,27.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1724,2021-08-02,20,1,67.13,25.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1725,2021-08-03,34,1,67.13,20.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1726,2021-08-04,23,1,67.13,34.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1727,2021-08-05,19,1,67.13,23.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1728,2021-08-06,29,1,67.13,19.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1729,2021-08-07,27,1,67.13,29.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1730,2021-08-08,29,1,67.13,27.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1731,2021-08-09,28,1,67.13,29.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1732,2021-08-10,18,1,67.13,28.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1733,2021-08-11,37,1,67.13,18.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1734,2021-08-12,33,1,67.13,37.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1735,2021-08-13,31,1,67.13,33.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1736,2021-08-14,31,1,67.13,31.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1737,2021-08-15,22,1,67.13,31.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1738,2021-08-16,31,1,67.13,22.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1739,2021-08-17,27,1,67.13,31.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1740,2021-08-18,35,1,67.13,27.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1741,2021-08-19,34,1,67.13,35.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1742,2021-08-20,16,1,67.13,34.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1743,2021-08-21,19,1,67.13,16.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1744,2021-08-22,18,1,67.13,19.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1745,2021-08-23,39,1,67.13,18.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1746,2021-08-24,30,1,67.13,39.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1747,2021-08-25,46,1,67.13,30.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1748,2021-08-26,33,1,67.13,46.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1749,2021-08-27,37,1,67.13,33.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1750,2021-08-28,26,1,67.13,37.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1751,2021-08-29,23,1,67.13,26.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1752,2021-08-30,30,1,67.13,23.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1753,2021-08-31,43,1,67.13,30.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1754,2021-09-01,30,1,67.13,43.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1755,2021-09-02,31,1,67.13,30.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1756,2021-09-03,42,1,67.13,31.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1757,2021-09-04,25,1,67.13,42.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1758,2021-09-05,17,1,67.13,25.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1759,2021-09-06,43,1,35.19,17.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1760,2021-09-07,34,1,35.19,43.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1761,2021-09-08,28,1,35.19,34.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1762,2021-09-09,38,1,35.19,28.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1763,2021-09-10,36,1,35.19,38.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1764,2021-09-11,14,1,35.19,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1765,2021-09-12,16,1,35.19,14.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1766,2021-09-13,33,1,35.19,16.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1767,2021-09-14,38,1,35.19,33.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1768,2021-09-15,27,1,35.19,38.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1769,2021-09-16,18,1,35.19,27.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1770,2021-09-17,32,1,35.19,18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1771,2021-09-18,10,1,35.19,32.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1772,2021-09-19,13,1,35.19,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1773,2021-09-20,27,1,35.19,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1774,2021-09-21,29,1,35.19,27.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1775,2021-09-22,16,1,35.19,29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1776,2021-09-23,33,1,35.19,16.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1777,2021-09-24,20,1,35.19,33.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1778,2021-09-25,15,1,35.19,20.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1779,2021-09-26,21,1,35.19,15.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1780,2021-09-27,21,1,35.19,21.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1781,2021-09-28,18,1,35.19,21.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1782,2021-09-29,17,1,35.19,18.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1783,2021-09-30,17,1,35.19,17.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1784,2021-10-01,11,1,35.19,17.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1785,2021-10-02,8,1,35.19,11.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1786,2021-10-03,15,1,35.19,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1787,2021-10-04,60,1,35.19,15.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1788,2021-10-05,39,1,35.19,60.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1789,2021-10-06,27,1,35.19,39.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1790,2021-10-07,28,1,35.19,27.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1791,2021-10-08,31,1,35.19,28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1792,2021-10-09,46,1,35.19,31.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1793,2021-10-10,27,1,35.19,46.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1794,2021-10-11,32,1,35.19,27.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1795,2021-10-12,28,1,35.19,32.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1796,2021-10-13,37,1,35.19,28.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1797,2021-10-14,43,1,35.19,37.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1798,2021-10-15,33,1,35.19,43.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1799,2021-10-16,21,1,35.19,33.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800,2021-10-17,21,1,35.19,21.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1801,2021-10-18,24,1,35.19,21.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1802,2021-10-19,27,1,35.19,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1803,2021-10-20,30,1,35.19,27.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1804,2021-10-21,32,1,35.19,30.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1805,2021-10-22,35,1,35.19,32.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1806,2021-10-23,24,1,35.19,35.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1807,2021-10-24,15,1,35.19,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1808,2021-10-25,25,1,35.19,15.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1809,2021-10-26,15,1,35.19,25.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1810,2021-10-27,26,1,35.19,15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1811,2021-10-28,27,1,35.19,26.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1812,2021-10-29,38,1,35.19,27.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
