,FECHA_ALTA,llamadas,covid,stringency_index,lag1,dia_Friday,dia_Monday,dia_Saturday,dia_Sunday,dia_Thursday,dia_Tuesday,dia_Wednesday,mes_April,mes_August,mes_December,mes_February,mes_January,mes_July,mes_June,mes_March,mes_May,mes_November,mes_October,mes_September,predict_restriccion
205,2017-05-30,11,0,0.0,22.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,18.921468809212797
206,2017-05-31,20,0,0.0,11.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12.603241091634123
207,2017-06-01,10,0,0.0,20.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.054121794209664
208,2017-06-02,14,0,0.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.70587646497146
209,2017-06-03,8,0,0.0,14.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.467269411735916
210,2017-06-04,5,0,0.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.21527509027417
211,2017-06-05,14,0,0.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.09008277015682
212,2017-06-06,15,0,0.0,14.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14.239561298901345
213,2017-06-07,18,0,0.0,15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14.743990392995018
214,2017-06-08,15,0,0.0,18.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.917012325597605
215,2017-06-09,15,0,0.0,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.548650136501605
216,2017-06-10,10,0,0.0,15.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.035824146041945
217,2017-06-11,10,0,0.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.352384558886229
218,2017-06-12,17,0,0.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.932856441686967
219,2017-06-13,11,0,0.0,17.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15.945225501819435
220,2017-06-14,14,0,0.0,11.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12.469771455770903
221,2017-06-15,14,0,0.0,14.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.642793388373489
222,2017-06-16,16,0,0.0,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.980095402195577
223,2017-06-17,10,0,0.0,16.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.604378880347975
224,2017-06-18,5,0,0.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.352384558886229
225,2017-06-19,16,0,0.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.09008277015682
226,2017-06-20,12,0,0.0,16.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15.376670767513405
227,2017-06-21,12,0,0.0,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,13.038326190076932
228,2017-06-22,15,0,0.0,12.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.505683919761431
229,2017-06-23,12,0,0.0,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.548650136501605
230,2017-06-24,5,0,0.0,12.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.330159943123858
231,2017-06-25,12,0,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.509610887356082
232,2017-06-26,15,0,0.0,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.069965910299025
233,2017-06-27,8,0,0.0,15.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14.808116033207375
234,2017-06-28,9,0,0.0,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10.764107252852815
235,2017-06-29,14,0,0.0,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.800019716843343
236,2017-06-30,5,0,0.0,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.980095402195577
237,2017-07-01,9,0,0.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.884404438336986
238,2017-07-02,4,0,0.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.317957459935531
239,2017-07-03,14,0,0.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.055655671206123
240,2017-07-04,18,0,0.0,14.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,13.773688934256676
241,2017-07-05,14,0,0.0,18.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,15.983782231268439
242,2017-07-06,15,0,0.0,14.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13.17692102372882
243,2017-07-07,12,0,0.0,15.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.082777771856936
244,2017-07-08,10,0,0.0,12.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.864287578479189
245,2017-07-09,10,0,0.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.88651219424156
246,2017-07-10,6,0,0.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.466984077042298
247,2017-07-11,8,0,0.0,6.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9.225251059808445
248,2017-07-12,12,0,0.0,8.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10.298234888208148
249,2017-07-13,16,0,0.0,12.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.039811555116762
250,2017-07-14,11,0,0.0,16.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.651332506162966
251,2017-07-15,12,0,0.0,11.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.295732844173161
252,2017-07-16,6,0,0.0,12.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.023621662853618
253,2017-07-17,10,0,0.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13.192765139818182
254,2017-07-18,12,0,0.0,10.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11.49946999703256
255,2017-07-19,9,0,0.0,12.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,12.572453825432262
256,2017-07-20,5,0,0.0,9.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.334147352198675
257,2017-07-21,7,0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.397230428796645
258,2017-07-22,8,0,0.0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.021513906949044
259,2017-07-23,15,0,0.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.749402725629501
260,2017-07-24,7,0,0.0,15.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.309757748572444
261,2017-07-25,10,0,0.0,7.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9.793805794114473
262,2017-07-26,12,0,0.0,10.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11.435344356820206
263,2017-07-27,11,0,0.0,12.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.039811555116762
264,2017-07-28,6,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.80855883463282
265,2017-07-29,8,0,0.0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.452959172643014
266,2017-07-30,6,0,0.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.749402725629501
267,2017-07-31,15,0,0.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13.192765139818182
268,2017-08-01,15,0,0.0,15.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,14.38266255690533
269,2017-08-02,14,0,0.0,15.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,14.318536916692974
270,2017-08-03,11,0,0.0,14.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.217339912071445
271,2017-08-04,12,0,0.0,11.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.848977722975444
272,2017-08-05,10,0,0.0,12.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.904706466821814
273,2017-08-06,6,0,0.0,10.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.926931082584185
274,2017-08-07,8,0,0.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.233184028160807
275,2017-08-08,7,0,0.0,8.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10.402779416763128
276,2017-08-09,12,0,0.0,7.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9.770099042244743
277,2017-08-10,12,0,0.0,12.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.080230443459387
278,2017-08-11,14,0,0.0,12.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.417532457281474
279,2017-08-12,5,0,0.0,14.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.041815935433872
280,2017-08-13,6,0,0.0,5.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.084157411054039
281,2017-08-14,9,0,0.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.233184028160807
282,2017-08-15,15,0,0.0,9.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10.971334151069156
283,2017-08-16,11,0,0.0,15.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,14.318536916692974
284,2017-08-17,14,0,0.0,11.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.511675709153359
285,2017-08-18,12,0,0.0,14.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.554641925893533
286,2017-08-19,11,0,0.0,12.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.904706466821814
287,2017-08-20,7,0,0.0,11.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.495485816890213
288,2017-08-21,16,0,0.0,7.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.801738762466837
289,2017-08-22,10,0,0.0,16.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,14.95121729121136
290,2017-08-23,29,0,0.0,10.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11.475763245162831
291,2017-08-24,18,0,0.0,29.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.745660926661884
292,2017-08-25,13,0,0.0,18.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.828860863117649
293,2017-08-26,7,0,0.0,13.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.473261201127844
294,2017-08-27,8,0,0.0,7.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.221266879666097
295,2017-08-28,19,0,0.0,8.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.370293496772865
296,2017-08-29,9,0,0.0,19.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,16.656881494129447
297,2017-08-30,9,0,0.0,9.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10.907208510856801
298,2017-08-31,10,0,0.0,9.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.3745662405413
299,2017-09-01,5,0,0.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.486415581006142
300,2017-09-02,9,0,0.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.130815919016336
301,2017-09-03,10,0,0.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.56436894061488
302,2017-09-04,8,0,0.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.713395557721649
303,2017-09-05,10,0,0.0,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.608772009099853
304,2017-09-06,12,0,0.0,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11.681755837499557
305,2017-09-07,12,0,0.0,12.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.286223035796112
306,2017-09-08,8,0,0.0,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.6235250496182
307,2017-09-09,4,0,0.0,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.836480121934423
308,2017-09-10,8,0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.721595269084736
309,2017-09-11,13,0,0.0,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.57628608910959
310,2017-09-12,6,0,0.0,13.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.451545680629998
311,2017-09-13,6,0,0.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9.407536900275439
312,2017-09-14,9,0,0.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.874894629959938
313,2017-09-15,6,0,0.0,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.917860846700112
314,2017-09-16,10,0,0.0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.699370653322365
315,2017-09-17,9,0,0.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.13292367492091
316,2017-09-18,11,0,0.0,9.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.144840823415619
317,2017-09-19,6,0,0.0,11.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12.31443621201794
318,2017-09-20,3,0,0.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9.407536900275439
319,2017-09-21,7,0,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.1692304270418505
320,2017-09-22,7,0,0.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.780751378088054
321,2017-09-23,7,0,0.0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.267925387628394
322,2017-09-24,5,0,0.0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.427259472002823
323,2017-09-25,8,0,0.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.870621886191502
324,2017-09-26,5,0,0.0,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.608772009099853
325,2017-09-27,12,0,0.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8.83898216596941
326,2017-09-28,12,0,0.0,12.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.286223035796112
327,2017-09-29,7,0,0.0,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.6235250496182
328,2017-09-30,4,0,0.0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.267925387628394
329,2017-10-01,7,0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.292056587547522
330,2017-10-02,15,0,0.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.578192673266349
331,2017-10-03,9,0,0.0,15.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.159116467704843
332,2017-10-04,9,0,0.0,9.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11.683662421656313
333,2017-10-05,12,0,0.0,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.151020151340813
334,2017-10-06,7,0,0.0,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.193986368080987
335,2017-10-07,7,0,0.0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.838386706091182
336,2017-10-08,9,0,0.0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.9977207904656105
337,2017-10-09,18,0,0.0,9.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.715302141878405
338,2017-10-10,13,0,0.0,18.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16.864780670622928
339,2017-10-11,4,0,0.0,13.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13.95788135888043
340,2017-10-12,13,0,0.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.308246479810666
341,2017-10-13,13,0,0.0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.762541102387015
342,2017-10-14,6,0,0.0,13.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.249715111927356
343,2017-10-15,9,0,0.0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.4291660561595805
344,2017-10-16,10,0,0.0,9.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.715302141878405
345,2017-10-17,3,0,0.0,10.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12.316342796174697
346,2017-10-18,12,0,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8.272334015820139
347,2017-10-19,12,0,0.0,12.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.856684354258899
348,2017-10-20,7,0,0.0,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.193986368080987
349,2017-10-21,9,0,0.0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.838386706091182
350,2017-10-22,5,0,0.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.134830259077669
351,2017-10-23,12,0,0.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.441083204654289
352,2017-10-24,6,0,0.0,12.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13.453452264786756
353,2017-10-25,4,0,0.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9.977998218738227
354,2017-10-26,6,0,0.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.308246479810666
355,2017-10-27,4,0,0.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.782657962244812
356,2017-10-28,10,0,0.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.132722503173094
357,2017-10-29,8,0,0.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.703384993383697
358,2017-10-30,12,0,0.0,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.146747407572377
359,2017-10-31,8,0,0.0,12.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13.453452264786756
360,2017-11-01,13,0,0.0,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10.28462744077314
361,2017-11-02,9,0,0.0,13.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.594758841987781
362,2017-11-03,11,0,0.0,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.657841918585753
363,2017-11-04,11,0,0.0,11.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.282125396738152
364,2017-11-05,12,0,0.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.441459481112581
365,2017-11-06,13,0,0.0,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.590486098219348
366,2017-11-07,16,0,0.0,13.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,13.191526752515639
367,2017-11-08,10,0,0.0,16.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,14.83306531522137
368,2017-11-09,10,0,0.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.889094639069695
369,2017-11-10,14,0,0.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.226396652891783
370,2017-11-11,10,0,0.0,14.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.987789599656239
371,2017-11-12,6,0,0.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.872904746806551
372,2017-11-13,10,0,0.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.179157692383173
373,2017-11-14,5,0,0.0,10.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,11.48586254959755
374,2017-11-15,12,0,0.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8.578963237855051
375,2017-11-16,4,0,0.0,12.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.026204107681753
376,2017-11-17,8,0,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.815068247055608
377,2017-11-18,8,0,0.0,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.576461193820064
378,2017-11-19,15,0,0.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.735795278194493
379,2017-11-20,11,0,0.0,15.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.296150301137438
380,2017-11-21,12,0,0.0,11.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,12.05441728390358
381,2017-11-22,5,0,0.0,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12.558846377997254
382,2017-11-23,13,0,0.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.04632096753955
383,2017-11-24,4,0,0.0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.932060855809869
384,2017-11-25,9,0,0.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.302242256595948
385,2017-11-26,3,0,0.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.304350012500523
386,2017-11-27,19,0,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.473493489465087
387,2017-11-28,15,0,0.0,19.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16.602855158351815
388,2017-11-29,8,0,0.0,15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,14.26451058091534
389,2017-11-30,13,0,0.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.751985170457637
390,2017-12-01,9,0,0.0,13.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.633905367999002
391,2017-12-02,6,0,0.0,9.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.8468604403152264
392,2017-12-03,5,0,0.0,6.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.300530321771568
393,2017-12-04,11,0,0.0,5.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.312447470266276
394,2017-12-05,15,0,0.0,11.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10.756261796092714
395,2017-12-06,8,0,0.0,15.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12.966355093104474
396,2017-12-07,4,0,0.0,8.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.45382968264677
397,2017-12-08,10,0,0.0,4.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.516912759244741
398,2017-12-09,6,0,0.0,10.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.4154151746212555
399,2017-12-10,6,0,0.0,6.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.300530321771568
400,2017-12-11,16,0,0.0,6.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.881002204572306
401,2017-12-12,6,0,0.0,16.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,13.59903546762286
402,2017-12-13,10,0,0.0,6.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.849362484350213
403,2017-12-14,10,0,0.0,10.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.590939151258828
404,2017-12-15,12,0,0.0,10.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.928241165080916
405,2017-12-16,9,0,0.0,12.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.552524643233314
406,2017-12-17,5,0,0.0,9.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.006194524689655
407,2017-12-18,14,0,0.0,5.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.312447470266276
408,2017-12-19,15,0,0.0,14.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12.4619259990108
409,2017-12-20,14,0,0.0,15.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12.966355093104474
410,2017-12-21,11,0,0.0,14.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.865158088482945
